airline,airline_id,src,src_id,dest,dest_id,codeshare,stops,equipment,src_lat,src_lon,dest_lat,dest_lon,id
AR,"412",MDZ,"2452",BRC,"2513",,"0","737",-32.83169937,-68.79290009,-41.151199,-71.157501,"11481"
AR,"412",MDZ,"2452",COR,"2443",,"0","737",-32.83169937,-68.79290009,-31.323601,-64.208,"11482"
AR,"412",MDZ,"2452",EZE,"3988",Y,"0",E90,-32.83169937,-68.79290009,-34.8222,-58.5358,"11483"
AR,"412",MDZ,"2452",NQN,"2509",,"0","737",-32.83169937,-68.79290009,-38.949001,-68.155701,"11484"
AR,"412",MDZ,"2452",SLA,"2476",Y,"0",E90,-32.83169937,-68.79290009,-24.8560009,-65.48619843,"11485"
AR,"412",MIA,"3576",EZE,"3988",,"0",330 340,25.79319954,-80.29060364,-34.8222,-58.5358,"11486"
AR,"412",MVD,"2816",AEP,"2442",,"0","737",-34.838402,-56.0308,-34.5592,-58.4156,"11487"
AR,"412",MVD,"2816",EZE,"3988",Y,"0",E90,-34.838402,-56.0308,-34.8222,-58.5358,"11488"
AR,"412",NQN,"2509",AEP,"2442",,"0","737",-38.949001,-68.155701,-34.5592,-58.4156,"11489"
AR,"412",NQN,"2509",CRD,"2487",,"0","737",-38.949001,-68.155701,-45.7853,-67.4655,"11490"
AR,"412",NQN,"2509",MDZ,"2452",,"0","737",-38.949001,-68.155701,-32.83169937,-68.79290009,"11491"
AR,"412",PDP,"6777",AEP,"2442",Y,"0",E90,-34.85509872,-55.09429932,-34.5592,-58.4156,"11492"
AR,"412",POA,"2599",AEP,"2442",,"0","737",-29.99440002,-51.17139816,-34.5592,-58.4156,"11493"
AR,"412",PRA,"2439",AEP,"2442",Y,"0",E90,-31.7948,-60.4804,-34.5592,-58.4156,"11494"
AR,"412",PSS,"2474",AEP,"2442",,"0","737",-27.3858,-55.9707,-34.5592,-58.4156,"11495"
AR,"412",REL,"2490",AEP,"2442",,"0","737",-43.2105,-65.2703,-34.5592,-58.4156,"11496"
AR,"412",REL,"2490",EZE,"3988",,"0","737",-43.2105,-65.2703,-34.8222,-58.5358,"11497"
AR,"412",RES,"2469",AEP,"2442",,"0","737",-27.45,-59.0561,-34.5592,-58.4156,"11498"
AR,"412",RGA,"2495",AEP,"2442",,"0","737",-53.7777,-67.7494,-34.5592,-58.4156,"11499"
AR,"412",RGL,"2496",AEP,"2442",,"0","737",-51.6089,-69.3126,-34.5592,-58.4156,"11500"
AR,"412",RHD,"8914",AEP,"2442",Y,"0",E90,-27.4966,-64.93595,-34.5592,-58.4156,"11501"
AR,"412",ROS,"2440",AEP,"2442",Y,"0",E90,-32.9036,-60.785,-34.5592,-58.4156,"11502"
AR,"412",ROS,"2440",EZE,"3988",Y,"0",E90,-32.9036,-60.785,-34.8222,-58.5358,"11503"
AR,"412",RSA,"2512",AFA,"2454",Y,"0",E90,-36.588299,-64.275703,-34.588299,-68.4039,"11504"
AR,"412",SCL,"2650",AEP,"2442",,"0","737",-33.39300156,-70.78579712,-34.5592,-58.4156,"11505"
AR,"412",SCL,"2650",EZE,"3988",Y,"0",E90,-33.39300156,-70.78579712,-34.8222,-58.5358,"11506"
AR,"412",SDE,"2456",AEP,"2442",,"0","737",-27.76555634,-64.30999756,-34.5592,-58.4156,"11507"
AR,"412",SFN,"2441",AEP,"2442",Y,"0",E90,-31.7117,-60.8117,-34.5592,-58.4156,"11508"
AR,"412",SLA,"2476",AEP,"2442",,"0","737",-24.8560009,-65.48619843,-34.5592,-58.4156,"11509"
AR,"412",SLA,"2476",COR,"2443",Y,"0",E90,-24.8560009,-65.48619843,-31.323601,-64.208,"11510"
AR,"412",SLA,"2476",IGR,"2471",Y,"0",E90,-24.8560009,-65.48619843,-25.737301,-54.4734,"11511"
AR,"412",SLA,"2476",MDZ,"2452",Y,"0",E90,-24.8560009,-65.48619843,-32.83169937,-68.79290009,"11512"
AR,"412",TUC,"2460",AEP,"2442",,"0","737",-26.8409,-65.104897,-34.5592,-58.4156,"11513"
AR,"412",UAQ,"2461",AEP,"2442",,"0","737",-31.571501,-68.418198,-34.5592,-58.4156,"11514"
AR,"412",USH,"2497",AEP,"2442",,"0","737",-54.8433,-68.2958,-34.5592,-58.4156,"11515"
AR,"412",USH,"2497",EZE,"3988",,"0","340",-54.8433,-68.2958,-34.8222,-58.5358,"11516"
AR,"412",USH,"2497",FTE,"4061",,"0","737",-54.8433,-68.2958,-50.2803,-72.053101,"11517"
AR,"412",VDM,"2491",REL,"2490",Y,"0",E90,-40.8692,-63.0004,-43.2105,-65.2703,"11518"
AR,"412",VVI,"2771",EZE,"3988",,"0","737",-17.6448,-63.135399,-34.8222,-58.5358,"11519"
AS,"439",ABQ,"4019",LAX,"3484",Y,"0",CR7 CRJ,35.040199,-106.609001,33.94250107,-118.4079971,"11520"
AS,"439",ADK,"5959",ANC,"3774",,"0",734 73Q,51.87799835,-176.6459961,61.17440033,-149.9960022,"11521"
AS,"439",ADQ,"3531",ANC,"3774",,"0",734 73Q,57.75,-152.4940033,61.17440033,-149.9960022,"11522"
AS,"439",AKN,"3794",ANC,"3774",Y,"0",SF3,58.67679977,-156.6490021,61.17440033,-149.9960022,"11523"
AS,"439",ALW,"5719",SEA,"3577",Y,"0",DH4,46.09489822,-118.288002,47.449001,-122.308998,"11524"
AS,"439",ANC,"3774",ADK,"5959",,"0",734 73Q,61.17440033,-149.9960022,51.87799835,-176.6459961,"11525"
AS,"439",ANC,"3774",ADQ,"3531",,"0",734 73Q,61.17440033,-149.9960022,57.75,-152.4940033,"11526"
AS,"439",ANC,"3774",AKN,"3794",Y,"0",SF3,61.17440033,-149.9960022,58.67679977,-156.6490021,"11527"
AS,"439",ANC,"3774",ANI,"5967",,"0",SF3,61.17440033,-149.9960022,61.58160019,-159.5429993,"11528"
AS,"439",ANC,"3774",BET,"3599",,"0",73Q 734,61.17440033,-149.9960022,60.77980042,-161.8379974,"11529"
AS,"439",ANC,"3774",BRW,"3571",,"0",73Q,61.17440033,-149.9960022,71.285402,-156.766008,"11530"
AS,"439",ANC,"3774",CDB,"3854",Y,"0",SF3,61.17440033,-149.9960022,55.20610046,-162.7250061,"11531"
AS,"439",ANC,"3774",CDV,"3610",,"0",73Q,61.17440033,-149.9960022,60.4917984,-145.4779968,"11532"
AS,"439",ANC,"3774",DLG,"3460",Y,"0",SF3,61.17440033,-149.9960022,59.04470062,-158.5050049,"11533"
AS,"439",ANC,"3774",ENA,"3628",Y,"0",BE1 DH8,61.17440033,-149.9960022,60.57310104,-151.2449951,"11534"
AS,"439",ANC,"3774",FAI,"3832",,"0",73H 73Q,61.17440033,-149.9960022,64.81510162,-147.8560028,"11535"
AS,"439",ANC,"3774",HNL,"3728",,"0",73H,61.17440033,-149.9960022,21.32062,-157.924228,"11536"
AS,"439",ANC,"3774",HOM,"3664",Y,"0",BE1 DH8,61.17440033,-149.9960022,59.64559937,-151.477005,"11537"
AS,"439",ANC,"3774",JNU,"3492",,"0",734 73Q,61.17440033,-149.9960022,58.35499954,-134.576004,"11538"
AS,"439",ANC,"3774",KSM,"6718",Y,"0",DH8,61.17440033,-149.9960022,62.0605011,-163.302002,"11539"
AS,"439",ANC,"3774",LAS,"3877",,"0",73H,61.17440033,-149.9960022,36.08010101,-115.1520004,"11540"
AS,"439",ANC,"3774",LAX,"3484",,"0",73H,61.17440033,-149.9960022,33.94250107,-118.4079971,"11541"
AS,"439",ANC,"3774",MCG,"5965",,"0",SF3,61.17440033,-149.9960022,62.95289993,-155.6060028,"11542"
AS,"439",ANC,"3774",OME,"3615",,"0",73Q 734,61.17440033,-149.9960022,64.5121994,-165.4450073,"11543"
