id,ward,district,province,longitude,latitude
221,Tân Hương,Châu Thành,Tien Giang Province,106.350628,10.478712
222,Tân Hương,Châu Thành,Tien Giang Province,106.350628,10.478712
223,Tân Hương,Châu Thành,Tien Giang Province,106.355977,10.499448
224,Tân Hương,Châu Thành,Tien Giang Province,106.366892,10.483076
225,Tân Hương,Châu Thành,Tien Giang Province,106.365598,10.480003
226,Tân Hương,Châu Thành,Tien Giang Province,106.362519,10.494335
227,Tân Hương,Châu Thành,Tien Giang Province,106.371327,10.489235
228,Tân Hương,Châu Thành,Tien Giang Province,106.371327,10.489235
230,Tân Hương,Châu Thành,Tien Giang Province,106.368796,10.484564
231,Tân Hương,Châu Thành,Tien Giang Province,106.376454,10.480055
232,Tân Hương,Châu Thành,Tien Giang Province,106.385575,10.472087
233,Tân Hương,Châu Thành,Tien Giang Province,106.385541,10.473525
234,Tân Hương,Châu Thành,Tien Giang Province,106.377930,10.482774
235,Tân Lý Đông,Châu Thành,Tien Giang Province,106.322018,10.488875
236,Tân Lý Đông,Châu Thành,Tien Giang Province,106.334307,10.453953
237,Tân Lý Đông,Châu Thành,Tien Giang Province,106.343131,10.490980
238,Tân Lý Đông,Châu Thành,Tien Giang Province,106.338169,10.476537
239,Tân Lý Đông,Châu Thành,Tien Giang Province,106.342983,10.475732
240,Tân Lý Đông,Châu Thành,Tien Giang Province,106.160480,10.472375
241,Tân Lý Đông,Châu Thành,Tien Giang Province,106.338288,10.476600
242,Tân Lý Đông,Châu Thành,Tien Giang Province,106.334280,10.453944
243,Tân Lý Đông,Châu Thành,Tien Giang Province,106.312351,10.449163
244,Tân Lý Đông,Châu Thành,Tien Giang Province,106.349963,10.498917
245,Tân Lý Đông,Châu Thành,Tien Giang Province,106.350027,10.498835
246,Tân Lý Đông,Châu Thành,Tien Giang Province,106.331714,10.499059
247,Tân Lý Đông,Châu Thành,Tien Giang Province,106.339566,10.476064
248,Tân Lý Đông,Châu Thành,Tien Giang Province,106.332633,10.477416
249,Tân Lý Đông,Châu Thành,Tien Giang Province,106.323725,10.452896
251,Tân Lý Tây,Châu Thành,Tien Giang Province,106.361120,10.465623
253,Tân Lý Tây,Châu Thành,Tien Giang Province,106.348756,10.460356
254,Tân Lý Tây,Châu Thành,Tien Giang Province,106.343231,10.461967
256,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.345251,10.448072
258,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.330604,10.452549
261,Thạnh Phú,Châu Thành,Tien Giang Province,106.305173,10.378741
262,Thạnh Phú,Châu Thành,Tien Giang Province,106.300212,10.372771
263,Thạnh Phú,Châu Thành,Tien Giang Province,106.302532,10.372623
265,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.324450,10.425066
266,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.324450,10.425066
269,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.345319,10.416319
271,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.347583,10.429727
272,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.338305,10.422491
273,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.318382,10.444241
274,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.335626,10.421383
275,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.328610,10.421586
276,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.350323,10.420045
277,Vĩnh Kim,Châu Thành,Tien Giang Province,106.253569,10.349460
278,Vĩnh Kim,Châu Thành,Tien Giang Province,106.255111,10.348390
279,Vĩnh Kim,Châu Thành,Tien Giang Province,106.238786,10.358337
280,Vĩnh Kim,Châu Thành,Tien Giang Province,106.238786,10.358337
281,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.371618,10.387229
282,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.350023,10.396983
283,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.351065,10.382846
284,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.351220,10.382683
285,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.350096,10.396938
288,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.359177,10.382731
289,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.350051,10.397037
290,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.350051,10.397037
291,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.349179,10.390383
292,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.369154,10.383996
293,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.365005,10.397036
294,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.363808,10.396993
295,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.395538,10.384975
296,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.380432,10.373085
297,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.376932,10.381114
298,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.372633,10.364608
299,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.372633,10.364608
300,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.396583,10.386863
301,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.396583,10.386863
302,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.376907,10.363922
303,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.380529,10.398417
304,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.379863,10.398907
305,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.396583,10.386863
306,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.392798,10.394187
308,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.310608,10.393663
309,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.305982,10.386988
310,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.306195,10.388398
311,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.309264,10.367420
312,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.306803,10.391418
313,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.333909,10.392455
314,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.306231,10.388109
315,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.309017,10.367511
316,Phước Thạnh,Mỹ Tho,Tien Giang Province,106.309008,10.367339
317,Phường 10,Mỹ Tho,Tien Giang Province,106.341603,10.383659
318,Phường 2,Mỹ Tho,Tien Giang Province,106.373776,10.351094
319,Phường 2,Mỹ Tho,Tien Giang Province,106.373931,10.351130
321,Phường 6,Mỹ Tho,Tien Giang Province,106.356908,10.352366
322,Phường 9,Mỹ Tho,Tien Giang Province,106.383842,10.351310
324,Phường 9,Mỹ Tho,Tien Giang Province,106.391480,10.361361
325,Phường 9,Mỹ Tho,Tien Giang Province,106.384587,10.363047
326,Phường 9,Mỹ Tho,Tien Giang Province,106.385945,10.357130
327,"Phường 9, TMC",Mỹ Tho,Tien Giang Province,106.395946,10.365711
328,Phường I,Mỹ Tho,Tien Giang Province,106.362961,10.355701
329,Tân Long,Mỹ Tho,Tien Giang Province,106.373431,10.347704
331,Tân Long,Mỹ Tho,Tien Giang Province,106.372126,10.348439
332,Tân Long,Mỹ Tho,Tien Giang Province,106.381455,10.345644
333,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.396740,10.360880
334,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.395281,10.344179
335,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.392445,10.351121
336,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.412237,10.358994
337,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.395227,10.344712
338,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.397732,10.381579
339,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.396388,10.354170
340,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.396234,10.354821
341,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.397602,10.358165
342,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.393386,10.364730
343,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.398887,10.383250
344,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.405004,10.355283
345,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.393781,10.352294
346,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.394591,10.372867
347,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.394582,10.372922
348,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.392142,10.354712
350,Thới Sơn,Mỹ Tho,Tien Giang Province,106.347201,10.339234
351,Thới Sơn,Mỹ Tho,Tien Giang Province,106.344779,10.338506
354,Trung An,Mỹ Tho,Tien Giang Province,106.332687,10.348874
355,Trung An,Mỹ Tho,Tien Giang Province,106.330592,10.347115
356,Trung An,Mỹ Tho,Tien Giang Province,106.332359,10.344425
357,Trung An,Mỹ Tho,Tien Giang Province,106.333405,10.346965
358,Trung An,Mỹ Tho,Tien Giang Province,106.334608,10.345642
359,Trung An,Mỹ Tho,Tien Giang Province,106.331037,10.385162
360,Trung An,Mỹ Tho,Tien Giang Province,106.327318,10.349843
361,Trung An,Mỹ Tho,Tien Giang Province,106.326503,10.378522
363,Trung An,Mỹ Tho,Tien Giang Province,106.331928,10.377925
364,Trung An,Mỹ Tho,Tien Giang Province,106.332509,10.381270
365,Trung An,Mỹ Tho,Tien Giang Province,106.326506,10.365689
366,Trung An,Mỹ Tho,Tien Giang Province,106.326506,10.365662
368,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.491904,10.347462
369,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.494616,10.327659
370,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.520210,10.329190
371,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.498167,10.334967
372,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.501053,10.327210
373,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.486698,10.327939
374,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.520210,10.329190
376,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.502521,10.352854
377,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.487416,10.338112
378,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.518845,10.342497
379,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.510741,10.352645
380,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.497592,10.350541
381,An Thạnh Thủy,Chợ Gạo,Tien Giang Province,106.497592,10.350541
382,Bình Ninh,Chợ Gạo,Tien Giang Province,106.482817,10.312510
383,Bình Ninh,Chợ Gạo,Tien Giang Province,106.491667,10.320611
384,Bình Ninh,Chợ Gạo,Tien Giang Province,106.536535,10.312628
385,Bình Ninh,Chợ Gạo,Tien Giang Province,106.547438,10.330200
386,Bình Ninh,Chợ Gạo,Tien Giang Province,106.529126,10.322712
389,Bình Ninh,Chợ Gạo,Tien Giang Province,106.500687,10.311330
391,Bình Ninh,Chợ Gạo,Tien Giang Province,106.508861,10.311691
392,Bình Ninh,Chợ Gạo,Tien Giang Province,106.552459,10.307579
393,Bình Ninh,Chợ Gạo,Tien Giang Province,106.552459,10.307579
394,Bình Ninh,Chợ Gạo,Tien Giang Province,106.508862,10.311727
396,Bình Phan,Chợ Gạo,Tien Giang Province,106.497290,10.357895
397,Bình Phan,Chợ Gạo,Tien Giang Province,106.502748,10.367730
398,Bình Phan,Chợ Gạo,Tien Giang Province,106.496024,10.363297
399,Bình Phan,Chợ Gạo,Tien Giang Province,106.488509,10.360492
400,Bình Phan,Chợ Gạo,Tien Giang Province,106.483003,10.368979
401,Bình Phan,Chợ Gạo,Tien Giang Province,106.492341,10.358494
403,Bình Phan,Chợ Gạo,Tien Giang Province,106.482160,10.351906
404,Bình Phan,Chợ Gạo,Tien Giang Province,106.510276,10.360623
405,Bình Phan,Chợ Gạo,Tien Giang Province,106.493950,10.378359
406,Bình Phan,Chợ Gạo,Tien Giang Province,106.501225,10.372410
408,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.516186,10.383489
409,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.521794,10.371909
410,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.516471,10.384175
411,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.512755,10.396095
412,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.512718,10.396104
413,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.521042,10.400488
414,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.537447,10.399653
415,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.536598,10.381875
416,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.515942,10.376689
417,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.515103,10.388854
418,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.511653,10.371255
419,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.512518,10.369968
421,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.517810,10.371122
422,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.523918,10.388707
423,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.516411,10.370493
424,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.516411,10.370493
425,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.516411,10.370493
426,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.531569,10.401801
427,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.535094,10.404922
429,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.531672,10.395290
430,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.501293,10.385622
431,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.501430,10.385622
434,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.529514,10.380020
436,Bình Phục Nhứt,Chợ Gạo,Tien Giang Province,106.530269,10.404201
437,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.436957,10.398455
438,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.437889,10.406836
439,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.444896,10.402824
440,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.423691,10.397533
441,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.423691,10.397533
442,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.424925,10.410698
443,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.451255,10.382688
444,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.421436,10.393694
445,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.431823,10.389666
446,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.431631,10.389793
447,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.446910,10.392256
448,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.430931,10.408271
449,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.455020,10.391135
450,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.443082,10.408408
451,Đăng Hưng Phước,Chợ Gạo,Tien Giang Province,106.443082,10.408408
452,Hòa Định,Chợ Gạo,Tien Giang Province,106.454188,10.337960
453,Hòa Định,Chợ Gạo,Tien Giang Province,106.454426,10.338032
454,Hòa Định,Chợ Gạo,Tien Giang Province,106.465415,10.338785
455,Hòa Định,Chợ Gạo,Tien Giang Province,106.459798,10.342858
456,Hòa Định,Chợ Gạo,Tien Giang Province,106.478005,10.320814
457,Hòa Tịnh,Chợ Gạo,Tien Giang Province,106.352766,10.450464
458,Hòa Tịnh,Chợ Gạo,Tien Giang Province,106.268752,10.450548
460,Hòa Tịnh,Chợ Gạo,Tien Giang Province,106.376588,10.455799
461,Hòa Tịnh,Chợ Gạo,Tien Giang Province,106.376588,10.455799
466,Hòa Tịnh,Chợ Gạo,Tien Giang Province,106.374681,10.461889
467,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.428217,10.352920
471,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.431063,10.380705
472,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.445969,10.350621
473,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.443567,10.359281
474,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.434140,10.363208
532,Quơn Long,Chợ Gạo,Tien Giang Province,106.520143,10.406387
475,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.434262,10.364592
478,Long Bình Điền,Chợ Gạo,Tien Giang Province,106.449666,10.353823
480,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.364941,10.397118
482,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.375918,10.413556
483,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.352018,10.407995
484,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.375761,10.421633
486,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.363586,10.399951
489,Lương Hòa Lạc,Chợ Gạo,Tien Giang Province,106.383332,10.406840
492,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.389722,10.458251
493,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.390709,10.458077
494,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.392115,10.448831
495,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.394704,10.450255
496,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.404900,10.454349
497,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.391470,10.463764
498,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.394235,10.462094
499,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.394390,10.462040
501,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.394702,10.427184
502,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.380872,10.459770
503,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.380872,10.459770
504,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.380872,10.459770
505,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.386365,10.429380
506,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.380495,10.449822
507,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.410821,10.432894
508,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.399448,10.433795
509,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.399448,10.433795
510,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.404646,10.446382
511,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.399759,10.455779
512,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.396147,10.441145
513,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.396321,10.441452
514,Mỹ Tịnh An,Chợ Gạo,Tien Giang Province,106.385067,10.460421
515,Phú Kiết,Chợ Gạo,Tien Giang Province,106.349833,10.440928
516,Phú Kiết,Chợ Gạo,Tien Giang Province,106.356350,10.423180
517,Phú Kiết,Chợ Gạo,Tien Giang Province,106.352581,10.435017
518,Phú Kiết,Chợ Gạo,Tien Giang Province,106.356350,10.423180
519,Phú Kiết,Chợ Gạo,Tien Giang Province,106.374255,10.431711
520,Phú Kiết,Chợ Gạo,Tien Giang Province,106.367502,10.440125
521,Phú Kiết,Chợ Gạo,Tien Giang Province,106.362551,10.426759
522,Phú Kiết,Chợ Gạo,Tien Giang Province,106.380261,10.447155
523,Phú Kiết,Chợ Gạo,Tien Giang Province,106.370156,10.442218
524,Phú Kiết,Chợ Gạo,Tien Giang Province,106.374255,10.431711
526,Phú Kiết,Chợ Gạo,Tien Giang Province,106.356818,10.438554
527,Quơn Long,Chợ Gạo,Tien Giang Province,106.493945,10.384129
528,Quơn Long,Chợ Gạo,Tien Giang Province,106.511244,10.398404
529,Quơn Long,Chợ Gạo,Tien Giang Province,106.520951,10.408076
