column_0,Name,Description,AOI Group,geometry,centroid,centroid_lat,centroid_lon,timezone
78,fazenda_uniao,,Farm,"MULTIPOLYGON (((-44.6713180802958 -8.63449522398829, -44.665738434905 -8.636030329505139, -44.66750887616791 -8.641552867673214, -44.67371970316391 -8.639843059763814, -44.6713180802958 -8.63449522398829)))",POINT (-44.6695898146944 -8.638028912816917),-8.638028912816917,-44.6695898146944,America/Fortaleza
79,unnamed_farm_014,,Farm,"MULTIPOLYGON (((-44.7899259347232 -9.25643151280334, -44.7872641687925 -9.25646630889775, -44.7872817963814 -9.259510953822661, -44.7899788174901 -9.259545749612229, -44.7899259347232 -9.25643151280334)))",POINT (-44.78861776306916 -9.257991931556724),-9.257991931556724,-44.78861776306916,America/Fortaleza
80,horita_fazenda_timbauba,,Horita,"MULTIPOLYGON (((-46.19119812981249 -12.52871856701531, -46.19078577171224 -12.52985429893115, -46.18552084239623 -12.52707965391334, -46.18602156294656 -12.52611642819513, -46.19119812981249 -12.52871856701531)))",POINT (-46.18842361813311 -12.52796662330218),-12.527966623302179,-46.18842361813311,America/Bahia
81,horita_fazenda_centuria,,Horita,"MULTIPOLYGON (((-46.04757147263663 -11.23203394324538, -46.04623130881073 -11.23534182895902, -46.04291771693354 -11.23395512166175, -46.04405170170929 -11.23051721440641, -46.04757147263663 -11.23203394324538)))",POINT (-46.0451965791268 -11.2329426420852),-11.232942642085195,-46.045196579126795,America/Bahia
82,horita_fazenda_sagarana,,Horita,"MULTIPOLYGON (((-46.16427225226346 -13.76211362866927, -46.1619306473369 -13.76238540996696, -46.1616213787617 -13.75990360586831, -46.16392616600073 -13.75976056160199, -46.16427225226346 -13.76211362866927)))",POINT (-46.16292831481528 -13.76104633724111),-13.76104633724111,-46.162928314815275,America/Bahia
83,horita_fazenda_querubim,,Horita,"MULTIPOLYGON (((-46.03491232112708 -12.77111897567285, -46.03143673142478 -12.7668675687711, -46.02774023559731 -12.77120515164759, -46.03305670967585 -12.77297176240923, -46.03491232112708 -12.77111897567285)))",POINT (-46.03152451127468 -12.77033878944868),-12.770338789448683,-46.031524511274675,America/Bahia
84,horita_fazenda_acalanto,,Horita,"MULTIPOLYGON (((-45.98333502794017 -12.96434937712714, -45.98167086846406 -12.96451442138771, -45.97906417618734 -12.9613857376479, -45.98100078655112 -12.96007971582948, -45.98320984780259 -12.96183064461485, -45.98333502794017 -12.96434937712714)))",POINT (-45.98152101910348 -12.96234749994745),-12.962347499947446,-45.98152101910348,America/Bahia
85,port_cotegipe,Owned by M Dias Branco,Port,"MULTIPOLYGON (((-38.47911390954215 -12.79106556548608, -38.47702266489075 -12.79307618235724, -38.47472524118922 -12.7915538596276, -38.4715294659121 -12.79220012983274, -38.47055747896145 -12.79145332855805, -38.47285490266298 -12.78833684553985, -38.47680175876561 -12.78681449422432, -38.47800937891641 -12.78743205294016, -38.47911390954215 -12.79106556548608)))",POINT (-38.47534568534429 -12.78999006446396),-12.789990064463964,-38.475345685344294,America/Bahia
86,cibrafertil_candeias,,Fertiliser/Seed,"MULTIPOLYGON (((-38.4775491578223 -12.75328812609593, -38.47623108460893 -12.75351076416898, -38.47516337167073 -12.75544267987114, -38.47628262937147 -12.75606749703542, -38.4775491578223 -12.75328812609593)))",POINT (-38.4763253329184 -12.7546159732363),-12.7546159732363,-38.4763253329184,America/Bahia
87,yara_candeias,,Fertiliser/Seed,"MULTIPOLYGON (((-38.48437883885807 -12.70984841456503, -38.48264104400691 -12.71027940060962, -38.48380448293268 -12.71402176535297, -38.48450401899566 -12.7138709225431, -38.48487955940841 -12.71124911653644, -38.48437883885807 -12.70984841456503)))",POINT (-38.48391300592429 -12.7117166194529),-12.711716619452897,-38.483913005924286,America/Bahia
88,timac_candeias,,Fertiliser/Seed,"MULTIPOLYGON (((-38.48616081493427 -12.71085584330124, -38.48484274172089 -12.71365722840908, -38.48497528539598 -12.71407384201652, -38.48684562392222 -12.71467721223629, -38.48764088597275 -12.71441862517479, -38.48744207046013 -12.71289582936061, -38.48616081493427 -12.71085584330124)))",POINT (-38.48630991697935 -12.71314725607931),-12.71314725607931,-38.48630991697935,America/Bahia
89,fertipar_candeiras,,Farm,"MULTIPOLYGON (((-38.47606172324631 -12.71220984996133, -38.47553523031471 -12.71182914855288, -38.47504187330189 -12.71177168413977, -38.47254195231896 -12.71247921378617, -38.47320467069441 -12.71419595277194, -38.47426870186387 -12.71349920237919, -38.47565304691479 -12.71392299923758, -38.47606172324631 -12.71220984996133)))",POINT (-38.47439442397067 -12.71287381772446),-12.712873817724457,-38.47439442397067,America/Bahia
90,vli_porto_nacional,,Rail,"MULTIPOLYGON (((-48.56335334236193 -10.22641686406498, -48.55996611510968 -10.22325734850001, -48.55637270880729 -10.22372113256919, -48.55793377875833 -10.23299667172721, -48.55940648625931 -10.23466334144683, -48.56167445581082 -10.23606913431792, -48.56335334236193 -10.22641686406498)))",POINT (-48.55992805537571 -10.22891065523953),-10.228910655239533,-48.559928055375714,America/Araguaina
91,vli_palmeirante_1,,Rail,"MULTIPOLYGON (((-48.23279061221728 -8.085941283219636, -48.23081718416597 -8.082383586150479, -48.23212789384184 -8.081771192506265, -48.23366687318037 -8.084548827653162, -48.23379205331794 -8.085161217080882, -48.23350487535525 -8.085693411899838, -48.23279061221728 -8.085941283219636)))",POINT (-48.23242333742247 -8.083828346134046),-8.083828346134046,-48.232423337422475,America/Araguaina
92,vli_palmeirante_2,,Rail,"MULTIPOLYGON (((-48.24064382496626 -8.070423516120924, -48.23981542699694 -8.070999473841511, -48.23876980467124 -8.069431991682571, -48.23677428600742 -8.069424701053673, -48.23499967346874 -8.070569328179989, -48.23484503918114 -8.070306866195473, -48.23543412218153 -8.069351794757454, -48.23592747919436 -8.068994553715864, -48.2397417916219 -8.069125785155594, -48.24064382496626 -8.070423516120924)))",POINT (-48.2379722211675 -8.069706192076906),-8.069706192076906,-48.237972221167496,America/Araguaina
93,fazenda_santa_luzia,,Farm,"MULTIPOLYGON (((-46.68786245863701 -8.276838305399112, -46.68589708297028 -8.277409164308906, -46.68689654022061 -8.279646126713301, -46.68848628094763 -8.278371657108693, -46.68786245863701 -8.276838305399112)))",POINT (-46.68722561854194 -8.278091017566856),-8.278091017566856,-46.68722561854194,America/Araguaina
94,fazenda_planeste_2,,Farm,"MULTIPOLYGON (((-46.6282371197234 -8.439247261038679, -46.62409171985293 -8.438477584575033, -46.62297823056733 -8.442471923337132, -46.62727120130698 -8.443493724289413, -46.6282371197234 -8.439247261038679)))",POINT (-46.62565833426685 -8.440942733021206),-8.440942733021206,-46.62565833426685,America/Fortaleza
95,slc_fazenda_planeste,SLC Agricola,SLC Agricola,"MULTIPOLYGON (((-46.86337117645398 -8.551961684953607, -46.85505354564592 -8.551855553965094, -46.8546779107062 -8.556817146057661, -46.8574951727541 -8.557427390888597, -46.86219060950058 -8.557745779107794, -46.86337117645398 -8.551961684953607)))",POINT (-46.85891705752508 -8.554625570417382),-8.554625570417382,-46.85891705752508,America/Fortaleza
96,abc_inco_porto_franco,,Processor,"MULTIPOLYGON (((-47.40643532890259 -6.458710902867534, -47.40550630320346 -6.460380531150588, -47.40201826447749 -6.460407191836971, -47.40191094020901 -6.455155009506688, -47.40584169154249 -6.45499504370758, -47.40643532890259 -6.458710902867534)))",POINT (-47.40404019513383 -6.457716829698047),-6.457716829698047,-47.40404019513383,America/Fortaleza
97,bunge_porto_franco,,Bunge,"MULTIPOLYGON (((-47.41061762149034 -6.457717788022779, -47.41183508116102 -6.456404740572649, -47.4121939466838 -6.455518264987833, -47.41214028454957 -6.454798419010283, -47.41179148067696 -6.453985258434529, -47.41302570976461 -6.453465368201933, -47.41385747284542 -6.455224994527907, -47.41362940877487 -6.457011275604824, -47.412126869016 -6.458904193449704, -47.41061762149034 -6.457717788022779)))",POINT (-47.41252413522379 -6.456285172910133),-6.456285172910133,-47.41252413522379,America/Fortaleza
98,agrex_porto_franco,,Silo,"MULTIPOLYGON (((-47.40839735068592 -6.451815712969736, -47.4067405322911 -6.452128981245194, -47.40706921286335 -6.453755307051307, -47.41042980402047 -6.453628667114523, -47.41030235645164 -6.453035458568069, -47.40839735068592 -6.451815712969736)))",POINT (-47.40839601695708 -6.452905300187783),-6.4529053001877825,-47.408396016957084,America/Fortaleza
99,agrex_balsas,,Silo,"MULTIPOLYGON (((-46.06205464906507 -7.520572894750177, -46.06128996365207 -7.520479793814761, -46.06104177628118 -7.520699245987723, -46.06111220783239 -7.521759929925971, -46.06144424228803 -7.521696754466207, -46.06205464906507 -7.521420777349923, -46.06224246653493 -7.520998498772015, -46.06205464906507 -7.520572894750177)))",POINT (-46.06157875778494 -7.521072490374383),-7.521072490374383,-46.061578757784936,America/Fortaleza
100,fazenda_cajueiro,,Farm,"MULTIPOLYGON (((-45.97895548030242 -7.230444543747821, -45.97760051141272 -7.230684103000859, -45.97571562894734 -7.232181345704336, -45.97652056096103 -7.233498915126535, -45.97811030168805 -7.234277477074956, -45.97919695990652 -7.231136603561181, -45.97895548030242 -7.230444543747821)))",POINT (-45.97761272679879 -7.232241748009938),-7.232241748009938,-45.97761272679879,America/Fortaleza
101,unnamed_farm_015,,Farm,"MULTIPOLYGON (((-45.85364768907222 -7.299705139536255, -45.85264152405511 -7.298480912080992, -45.85057553188666 -7.299811593939237, -45.8516756056387 -7.301122311699364, -45.85364768907222 -7.299705139536255)))",POINT (-45.8521217220521 -7.299787931147933),-7.299787931147933,-45.852121722052104,America/Fortaleza
102,unnamed_farm_016,,Farm,"MULTIPOLYGON (((-46.36449779155657 -7.875429275915316, -46.36143904990456 -7.875402697909546, -46.36139880330388 -7.878366135046102, -46.36451120709012 -7.878459157393197, -46.36449779155657 -7.875429275915316)))",POINT (-46.36296730500636 -7.876918792001586),-7.876918792001586,-46.362967305006364,America/Fortaleza
103,fazenda_santo_antonio,,Farm,"MULTIPOLYGON (((-46.30237045563371 -7.815631104214343, -46.30063314403752 -7.81674089403278, -46.30212226826283 -7.819226280884959, -46.3039065342265 -7.818076625170331, -46.30237045563371 -7.815631104214343)))",POINT (-46.30226135288316 -7.81742497204945),-7.81742497204945,-46.30226135288316,America/Fortaleza
104,unnamed_farm_017,,Farm,"MULTIPOLYGON (((-46.41775075202849 -7.748327152817881, -46.41463834824225 -7.749058269796503, -46.41504081424908 -7.750786359426468, -46.41639578313879 -7.75086611723814, -46.41838128210588 -7.749762799502072, -46.41775075202849 -7.748327152817881)))",POINT (-46.416444770376 -7.749630687464789),-7.749630687464789,-46.416444770375996,America/Fortaleza
105,unnamed_farm_018,,Farm,"MULTIPOLYGON (((-45.78251182236289 -8.090601546255025, -45.78032509039238 -8.091106262147846, -45.78122393114099 -8.094134544230217, -45.78326309224233 -8.093669677845401, -45.78251182236289 -8.090601546255025)))",POINT (-45.78182645828235 -8.092360008424443),-8.092360008424443,-45.78182645828235,America/Fortaleza
106,unnamed_farm_019,,Farm,"MULTIPOLYGON (((-45.7423054682794 -8.046888100103613, -45.74050107901539 -8.046821682887504, -45.74050107901539 -8.048701285898431, -45.74217131294377 -8.048893894901756, -45.7423054682794 -8.046888100103613)))",POINT (-45.7413802748207 -8.047814931426844),-8.047814931426844,-45.7413802748207,America/Fortaleza
107,unnamed_silo_2,,Silo,"MULTIPOLYGON (((-45.9996958951883 -8.047100635122023, -45.99718719041231 -8.036898828563171, -45.99491996524046 -8.038283659154159, -45.99644933606644 -8.044394126170188, -45.99568465065344 -8.044646513045047, -45.9964627516 -8.047980661746323, -45.9996958951883 -8.047100635122023)))",POINT (-45.99720270422564 -8.042865536955613),-8.042865536955613,-45.99720270422564,America/Fortaleza
108,bunge_luziana,,Bunge,"MULTIPOLYGON (((-47.96011255494908 -16.12641411589953, -47.95950506310493 -16.12623373414216, -47.96052491304936 -16.12450064614563, -47.95873557343567 -16.12389936717707, -47.95961919793626 -16.12208137143563, -47.96254252232571 -16.12296561269232, -47.96011255494908 -16.12641411589953)))",POINT (-47.9605291390967 -16.12380050816888),-16.123800508168877,-47.9605291390967,America/Sao_Paulo
109,amaggi_fazenda_vale_do_araguaia,,ALZ,"MULTIPOLYGON (((-51.99237318597434 -11.71633908358048, -51.98832324034666 -11.72249645552995, -51.99216700692421 -11.72478921234844, -51.99612859010184 -11.71867515186157, -51.99237318597434 -11.71633908358048)))",POINT (-51.99224064251089 -11.72057857644487),-11.720578576444872,-51.99224064251089,America/Cuiaba
110,bunge_coaceral,,Bunge,"MULTIPOLYGON (((-45.60860783659746 -10.55579131118783, -45.60402942245496 -10.55487364394535, -45.60314041000012 -10.55918784867169, -45.60777943862817 -10.56014125595633, -45.60860783659746 -10.55579131118783)))",POINT (-45.60589026375978 -10.55750401819019),-10.557504018190185,-45.605890263759775,America/Bahia
111,cargill_coaceral,,Cargill,"MULTIPOLYGON (((-45.65725702270641 -10.56223476905462, -45.65355953908738 -10.56175409654586, -45.65503449156927 -10.56422498339906, -45.65888957285078 -10.56475729439628, -45.65725702270641 -10.56223476905462)))",POINT (-45.65619404458553 -10.5632508904302),-10.563250890430195,-45.656194044585526,America/Bahia
112,alz_coaceral,,ALZ,"MULTIPOLYGON (((-45.61892038107374 -10.5704259489469, -45.61694030787883 -10.56735130275978, -45.61424094278865 -10.56847947109313, -45.61609170508102 -10.57160971924007, -45.61892038107374 -10.5704259489469)))",POINT (-45.61655575505532 -10.56947881320294),-10.56947881320294,-45.616555755055316,America/Bahia
113,fazenda_boa_esperanca,,Farm,"MULTIPOLYGON (((-44.43299024029234 -8.340592645825648, -44.42839970325274 -8.336610392949554, -44.42261304036479 -8.343423379221157, -44.42734905216972 -8.347341592166188, -44.43299024029234 -8.340592645825648)))",POINT (-44.42782629447498 -8.341993168350871),-8.341993168350871,-44.42782629447498,America/Fortaleza
114,grupo_corringa_lem,,Processor,"MULTIPOLYGON (((-45.87214431975554 -12.09938824710271, -45.8719405363603 -12.10094207723997, -45.86991578941485 -12.10070443321593, -45.86985596309697 -12.10111756807592, -45.86879591552719 -12.10099326207903, -45.86913056899277 -12.09898973391786, -45.87214431975554 -12.09938824710271)))",POINT (-45.87041628678625 -12.10004951330251),-12.10004951330251,-45.870416286786245,America/Bahia
115,mauricea_alimentos_lem_1,,Processor,"MULTIPOLYGON (((-45.87501598301334 -12.10262751571232, -45.87213871103823 -12.10228933205804, -45.87166944835744 -12.10564007340289, -45.87454298118767 -12.10596362885276, -45.87501598301334 -12.10262751571232)))",POINT (-45.87334085753233 -12.10412946920742),-12.104129469207423,-45.873340857532334,America/Bahia
116,mauricea_alimentos_lem_2,,Processor,"MULTIPOLYGON (((-45.87323428048424 -12.11545806998949, -45.87040000867509 -12.11512904245481, -45.87003357247812 -12.11783071379682, -45.87282297454887 -12.11827672457103, -45.87323428048424 -12.11545806998949)))",POINT (-45.87163328690631 -12.11667277329439),-12.11667277329439,-45.87163328690631,America/Bahia
117,alz_portochuelo,,ALZ,"MULTIPOLYGON (((-63.8013452967597 -8.617781862977296, -63.79783050058477 -8.615859454677011, -63.79349309253912 -8.622292090230072, -63.7970228452935 -8.624406702832506, -63.8013452967597 -8.617781862977296)))",POINT (-63.79741834363532 -8.620104397154687),-8.620104397154687,-63.79741834363532,America/Porto_Velho
118,port_bunge_terfron,,Port,"MULTIPOLYGON (((-48.72272487161137 -1.506463709673342, -48.72237339199388 -1.506418855443006, -48.72203686895585 -1.504662064028743, -48.72247060976041 -1.502815562591611, -48.72326330847221 -1.502524009590353, -48.72631445068364 -1.504049055627705, -48.72598540593535 -1.505469440684299, -48.72317356899541 -1.50492371390356, -48.72272487161137 -1.506463709673342)))",POINT (-48.72389408738938 -1.504274365426647),-1.504274365426647,-48.723894087389375,America/Belem
119,port_hbsa_vila_do_conde,,Port,"MULTIPOLYGON (((-48.72626584180036 -1.509880104168076, -48.7249047930688 -1.51121825284655, -48.72218269560566 -1.510635149054455, -48.71913903168397 -1.508960593704754, -48.71993920868549 -1.508639138735618, -48.72220513047487 -1.508721371406663, -48.72610131942622 -1.509461465306163, -48.72626584180036 -1.509880104168076)))",POINT (-48.72303925353228 -1.509771671476245),-1.509771671476245,-48.723039253532285,America/Belem
120,port_bunge_miritituba,,Port,"MULTIPOLYGON (((-55.95016566831599 -4.276430155508365, -55.94753331032965 -4.277697924343233, -55.94487103918439 -4.276922348418845, -55.9449159089228 -4.276370495840714, -55.94862514063081 -4.273849866860629, -55.95016566831599 -4.276430155508365)))",POINT (-55.94764128614583 -4.276051503390054),-4.276051503390054,-55.94764128614583,America/Santarem
121,port_cargill_itaituba,,Port,"MULTIPOLYGON (((-55.93958388834254 -4.272060066085235, -55.93702631325355 -4.270658052569025, -55.93799101262922 -4.268957734867265, -55.94049623969008 -4.270329921376091, -55.93958388834254 -4.272060066085235)))",POINT (-55.93877283937101 -4.270504485955811),-4.2705044859558114,-55.93877283937101,America/Santarem
122,port_hbsa_miritituba,,Port,"MULTIPOLYGON (((-55.94588808658819 -4.273253267059166, -55.94397364441632 -4.272082438620574, -55.94363712137829 -4.272705140592293, -55.94393625296765 -4.276169144125403, -55.94406338389312 -4.276232532634077, -55.94588808658819 -4.273253267059166)))",POINT (-55.94449642078329 -4.273879931225683),-4.273879931225683,-55.94449642078329,America/Santarem
123,port_tgg_santos,"Owned by ALL, Amaggi and Bunge.",Port,"MULTIPOLYGON (((-46.28651448700707 -23.9666414649135, -46.28626770344585 -23.96654237872836, -46.28534039551886 -23.96795349549308, -46.285504917893 -23.96816191578807, -46.28578909290289 -23.96818924957225, -46.28651448700707 -23.9666414649135)))",POINT (-46.2859194017776 -23.9674375200973),-23.967437520097302,-46.285919401777605,America/Sao_Paulo
124,port_teg_santos,Carill and Louis Dreyfus,Port,"MULTIPOLYGON (((-46.28649859564139 -23.97210219200512, -46.28342875770563 -23.97096103602293, -46.28267718958737 -23.9728743453698, -46.28610224628549 -23.97397448525535, -46.28662572656686 -23.97356449639333, -46.28678277065128 -23.97233452167116, -46.28649859564139 -23.97210219200512)))",POINT (-46.28479999756565 -23.97253077276372),-23.972530772763722,-46.28479999756565,America/Sao_Paulo
125,port_cargill_santarem,,Port,"MULTIPOLYGON (((-54.73638185811271 -2.420357916787583, -54.73718951340398 -2.416338180205515, -54.73650151074845 -2.415785278703292, -54.73567889887772 -2.416368066766789, -54.73481889555833 -2.420081466883682, -54.73638185811271 -2.420357916787583)))",POINT (-54.73605060700395 -2.418169620933577),-2.418169620933577,-54.736050607003946,America/Santarem
126,unnamed_farm_020,,Farm,"MULTIPOLYGON (((-45.7624976759922 -10.98798389532286, -45.76261629655808 -10.990044927655, -45.76097043620651 -10.99005975522573, -45.76090371213821 -10.98796906775213, -45.7624976759922 -10.98798389532286)))",POINT (-45.76174535547735 -10.98902009482554),-10.989020094825538,-45.76174535547735,America/Bahia
127,fazenda_parnaiba,,Farm,"MULTIPOLYGON (((-46.08282510036158 -8.514641303763028, -46.08321061720068 -8.515753371568138, -46.08006717220491 -8.51674681880737, -46.08054165446842 -8.518615092719955, -46.07575234912108 -8.520112677364169, -46.0732464896669 -8.512001996172234, -46.0776799333166 -8.510534066669489, -46.07948889694625 -8.515649578572996, -46.08282510036158 -8.514641303763028)))",POINT (-46.07724974651918 -8.515402891583227),-8.515402891583227,-46.07724974651918,America/Fortaleza
128,unnamed_farm_021,,Farm,"MULTIPOLYGON (((-47.28725384357882 -4.832544025224228, -47.28895160042796 -4.833478162180521, -47.28672746481774 -4.837274020288629, -47.28511867339301 -4.836391779829909, -47.28725384357882 -4.832544025224228)))",POINT (-47.28702273108103 -4.834904560026417),-4.834904560026417,-47.28702273108103,America/Fortaleza
129,unnamed_farm_022,,Farm,"MULTIPOLYGON (((-46.15751757896209 -12.52208561262259, -46.16015296714578 -12.5168867104784, -46.15496604403879 -12.51449090303868, -46.15223482355751 -12.51928251791812, -46.15751757896209 -12.52208561262259)))",POINT (-46.15623204237453 -12.51821849978968),-12.518218499789677,-46.15623204237453,America/Bahia
130,unnamed_farm_023,,Farm,"MULTIPOLYGON (((-45.84346915024506 -11.6131971284941, -45.84595480046377 -11.61195729814405, -45.84470299107652 -11.60794432068252, -45.84160042044208 -11.60948961648114, -45.84346915024506 -11.6131971284941)))",POINT (-45.84390306328809 -11.61057619234784),-11.610576192347839,-45.84390306328809,America/Bahia
131,unnamed_farm_024,,Farm,"MULTIPOLYGON (((-45.81914272045399 -11.41509979034089, -45.82392235629623 -11.4167528974743, -45.82286820102276 -11.41969974062516, -45.81807658614331 -11.41799871734295, -45.81914272045399 -11.41509979034089)))",POINT (-45.82100727741582 -11.41739096681253),-11.41739096681253,-45.821007277415816,America/Bahia
132,unnamed_farm_025,,Farm,"MULTIPOLYGON (((-45.82187394093527 -11.41357845261667, -45.82119113581495 -11.41532739204767, -45.82017291765307 -11.41493208382011, -45.82064010010382 -11.41360241069107, -45.82187394093527 -11.41357845261667)))",POINT (-45.82099800610839 -11.41435805909444),-11.414358059094445,-45.82099800610839,America/Bahia
133,fazenda_autralia,,Farm,"MULTIPOLYGON (((-46.17090115827219 -11.36432664117463, -46.17294957363315 -11.36468601229059, -46.1734287351211 -11.3654406916341, -46.17330894474912 -11.36638703557279, -46.17243447503362 -11.36723754721389, -46.16963138032914 -11.36920210931446, -46.16666057910389 -11.36891461242169, -46.1649355977473 -11.36647088883318, -46.16977512877553 -11.36304488419438, -46.17090115827219 -11.36432664117463)))",POINT (-46.16927578815194 -11.3664112631582),-11.366411263158204,-46.16927578815194,America/Bahia
134,slc_fazenda_parceiro,SLC Agricola,SLC Agricola,"MULTIPOLYGON (((-45.45303938559049 -10.56072490974391, -45.44682226528442 -10.55935929950327, -45.44583998423414 -10.56320457044402, -45.45203314646582 -10.56460611779626, -45.45303938559049 -10.56072490974391)))",POINT (-45.4494391064967 -10.56197416775829),-10.561974167758288,-45.4494391064967,America/Bahia
135,unnamed_farm_026,,Farm,"MULTIPOLYGON (((-45.51701343374963 -10.40302088502437, -45.51776811309315 -10.40497346808775, -45.51579756147397 -10.40565627320807, -45.51504288213046 -10.40372165870049, -45.51701343374963 -10.40302088502437)))",POINT (-45.51640663767841 -10.40434209755447),-10.40434209755447,-45.516406637678415,America/Bahia
136,fazenda_di_domenico,,Farm,"MULTIPOLYGON (((-45.74165032881694 -10.62798121409611, -45.74227922826987 -10.62930489770656, -45.73956597634437 -10.63004160849428, -45.7384519258849 -10.62871792488383, -45.73966779816056 -10.62773564383354, -45.74165032881694 -10.62798121409611)))",POINT (-45.74035168485972 -10.62883141449804),-10.628831414498043,-45.740351684859725,America/Bahia
137,fazenda_di_domenico_2,,Farm,"MULTIPOLYGON (((-45.76252979065412 -10.59182847983063, -45.76039752203276 -10.59157692004946, -45.76082876737192 -10.59231962035578, -45.76159542575263 -10.59239149457897, -45.76252979065412 -10.59182847983063)))",POINT (-45.76135292601092 -10.59197695161939),-10.591976951619394,-45.76135292601092,America/Bahia
138,unnamed_farm_027,,Farm,"MULTIPOLYGON (((-45.66426574851373 -10.76005608872964, -45.66530792475002 -10.76185294430944, -45.66257670426873 -10.76288314150852, -45.66173817166482 -10.76113420207752, -45.66426574851373 -10.76005608872964)))",POINT (-45.66348972215333 -10.76148455855798),-10.76148455855798,-45.66348972215333,America/Bahia
139,unnamed_farm_028,,Farm,"MULTIPOLYGON (((-45.68512125227655 -10.75230565166212, -45.68599572199206 -10.75383297890495, -45.68424079304246 -10.75452177354387, -45.68337830236415 -10.75296449870804, -45.68512125227655 -10.75230565166212)))",POINT (-45.68468303108442 -10.75340872529221),-10.753408725292214,-45.68468303108442,America/Bahia
140,unnamed_farm_029,,Farm,"MULTIPOLYGON (((-45.70948298354056 -10.73397011768607, -45.70853291748675 -10.73236664961902, -45.70682768931257 -10.73302805471353, -45.70781069771868 -10.73470639176307, -45.70948298354056 -10.73397011768607)))",POINT (-45.70815789722624 -10.73352105522914),-10.73352105522914,-45.708157897226236,America/Bahia
141,unnamed_farm_030,,Farm,"MULTIPOLYGON (((-45.71948611524009 -10.6112674624447, -45.72038454302999 -10.6129804647641, -45.71807258885065 -10.61429815885595, -45.71711426587476 -10.61233359675537, -45.71948611524009 -10.6112674624447)))",POINT (-45.71874232708521 -10.6127355349682),-10.612735534968204,-45.71874232708521,America/Bahia
142,unnamed_farm_031,,Farm,"MULTIPOLYGON (((-45.6869570397272 -10.59571867216086, -45.68831067093065 -10.59592231579324, -45.68878983241859 -10.59676084839714, -45.68795129981469 -10.59734782121988, -45.6869570397272 -10.59571867216086)))",POINT (-45.68794099532225 -10.59644408207324),-10.596444082073235,-45.68794099532225,America/Bahia
143,unnamed_farm_032,,Farm,"MULTIPOLYGON (((-45.65616295654726 -10.6813835561078, -45.65547116714904 -10.68027250040763, -45.65718613752929 -10.67937128367822, -45.65781204222292 -10.68074288343747, -45.65616295654726 -10.6813835561078)))",POINT (-45.65667363639099 -10.68042286742881),-10.68042286742881,-45.65667363639099,America/Bahia
144,unnamed_farm_033,,Farm,"MULTIPOLYGON (((-45.78763133568983 -10.66500694292348, -45.78648559778027 -10.66581961748724, -45.78941655522333 -10.66820435104318, -45.79006935938111 -10.66685877512614, -45.78763133568983 -10.66500694292348)))",POINT (-45.78840293285131 -10.66650556301142),-10.66650556301142,-45.788402932851305,America/Bahia
145,unnamed_farm_034,,Farm,"MULTIPOLYGON (((-45.79654411082349 -10.73495024554194, -45.79510527716963 -10.73540321169224, -45.79613111227469 -10.7372150762934, -45.79751665579323 -10.73632246652665, -45.79654411082349 -10.73495024554194)))",POINT (-45.7963079322169 -10.73600145859836),-10.736001458598363,-45.7963079322169,America/Bahia
146,unnamed_farm_035,,Farm,"MULTIPOLYGON (((-45.60254137316061 -10.53515220566212, -45.60399352934831 -10.53905570807492, -45.601955181672 -10.53969518969886, -45.60051634801813 -10.53587162248905, -45.60254137316061 -10.53515220566212)))",POINT (-45.60225402101339 -10.53744024641651),-10.53744024641651,-45.602254021013394,America/Bahia
147,unnamed_farm_036,,Farm,"MULTIPOLYGON (((-45.47614882937886 -10.61471271239062, -45.47722129335235 -10.61577185383027, -45.47589570123606 -10.61689094667216, -45.47488318866482 -10.61587843410093, -45.47614882937886 -10.61471271239062)))",POINT (-45.47604321023645 -10.61580910172611),-10.615809101726105,-45.47604321023645,America/Bahia
148,unnamed_farm_037,,Farm,"MULTIPOLYGON (((-45.38262797251105 -10.68190824240621, -45.3842666441724 -10.68292075497745, -45.38246810210507 -10.68463936184179, -45.38105591351886 -10.68346697886457, -45.38262797251105 -10.68190824240621)))",POINT (-45.38262233595316 -10.68324093875716),-10.683240938757157,-45.38262233595316,America/Bahia
149,unnamed_farm_053,,Farm,"MULTIPOLYGON (((-45.50195790804507 -10.56067318453421, -45.50295709808248 -10.56231185619555, -45.50159819963161 -10.56319114342847, -45.49982630263194 -10.56229853366172, -45.50195790804507 -10.56067318453421)))",POINT (-45.5015383156784 -10.56205603548718),-10.562056035487178,-45.501538315678395,America/Bahia
150,unnamed_farm_038,,Farm,"MULTIPOLYGON (((-45.56023067102656 -10.3502570851902, -45.55784593747061 -10.35108308228779, -45.55864528950054 -10.35330794543775, -45.56093676531966 -10.35232207793417, -45.56023067102656 -10.3502570851902)))",POINT (-45.55939811480252 -10.35174612027667),-10.351746120276674,-45.55939811480252,America/Bahia
151,unnamed_farm_039,,Farm,"MULTIPOLYGON (((-45.68663487202541 -10.33205850397556, -45.68410359059731 -10.3327779208025, -45.68514274823621 -10.33508271915545, -45.68770067473197 -10.33437662486235, -45.68663487202541 -10.33205850397556)))",POINT (-45.68589779165436 -10.33357485006734),-10.333574850067338,-45.685897791654355,America/Bahia
